drainage_area,slope,log_area,log_slope
27.108324,2.552561,3.299841,0.937097
26.484232,2.582748,3.276550,0.948854
25.906151,2.612672,3.254480,0.960373
25.360483,2.642264,3.233192,0.971636
24.835407,2.671466,3.212270,0.982627
24.325260,2.700197,3.191515,0.993325
23.829664,2.728373,3.170931,1.003705
23.352104,2.755884,3.150687,1.013738
22.895388,2.782626,3.130935,1.023395
22.461084,2.808502,3.111784,1.032651
22.051092,2.833407,3.093362,1.041480
21.666269,2.857250,3.075757,1.049860
21.308521,2.879934,3.059107,1.057767
20.978954,2.901378,3.043520,1.065186
20.678873,2.921498,3.029113,1.072097
20.410088,2.940226,3.016029,1.078486
20.174871,2.957490,3.004438,1.084341
19.974697,2.973249,2.994466,1.089655
19.812111,2.987450,2.986293,1.094420
19.689289,3.000058,2.980075,1.098632
19.608337,3.011059,2.975955,1.102292
19.571455,3.020437,2.974072,1.105402
19.580202,3.028196,2.974519,1.107967
19.635397,3.034359,2.977334,1.110000
19.738762,3.038951,2.982584,1.111512
19.890671,3.042016,2.990251,1.112520
20.090595,3.043611,3.000252,1.113044
20.338600,3.043798,3.012521,1.113106
20.634464,3.042662,3.026963,1.112733
20.977776,3.040290,3.043464,1.111953
21.367256,3.036787,3.061860,1.110800
21.801588,3.032261,3.081983,1.109309
22.276756,3.026831,3.103544,1.107516
22.785488,3.020622,3.126124,1.105463
23.320892,3.013754,3.149350,1.103186
23.877157,3.006351,3.172922,1.100727
24.450264,2.998524,3.196641,1.098120
25.041380,2.990381,3.220530,1.095401
25.654284,2.982018,3.244711,1.092600
26.293358,2.973521,3.269316,1.089747
26.964231,2.964971,3.294511,1.086867
27.675734,2.956436,3.320556,1.083985
28.441120,2.947970,3.347836,1.081117
29.272921,2.939629,3.376663,1.078283
30.175579,2.931474,3.407033,1.075505
31.148737,2.923560,3.438774,1.072802
32.192333,2.915957,3.471728,1.070198
33.316875,2.908752,3.506064,1.067724
34.545231,2.902091,3.542270,1.065432
35.900578,2.896199,3.580753,1.063399
37.373646,2.891479,3.620966,1.061768
38.850399,2.888557,3.659718,1.060757
40.048370,2.888308,3.690088,1.060671
40.519753,2.891700,3.701790,1.061844
39.877792,2.899406,3.685820,1.064506
38.145008,2.911253,3.641395,1.068584
35.794540,2.926126,3.577795,1.073679
33.409237,2.942485,3.508832,1.079254
31.370760,2.958966,3.445876,1.084840
29.793627,2.974739,3.394295,1.090156
28.615997,2.989531,3.353966,1.095116
27.717955,3.003391,3.322080,1.099742
26.992800,3.016500,3.295570,1.104097
26.374626,3.029006,3.272402,1.108235
25.834307,3.041007,3.251703,1.112189
25.361954,3.052556,3.233250,1.115979
24.952286,3.063673,3.216965,1.119615
24.599491,3.074372,3.202726,1.123101
24.299343,3.084658,3.190449,1.126441
24.047918,3.094529,3.180048,1.129636
23.842396,3.103982,3.171465,1.132686
23.680857,3.112999,3.164667,1.135587
23.561552,3.121575,3.159616,1.138338
23.484337,3.129705,3.156334,1.140939
23.448736,3.137375,3.154817,1.143386
23.455608,3.144572,3.155110,1.145678
23.504623,3.151303,3.157197,1.147816
23.596214,3.157569,3.161086,1.149802
23.731102,3.163375,3.166787,1.151639
23.910192,3.168742,3.174305,1.153335
24.134567,3.173697,3.183645,1.154897
24.404646,3.178277,3.194774,1.156339
24.719704,3.182548,3.207601,1.157682
25.078449,3.186594,3.222009,1.158953
25.477848,3.190521,3.237809,1.160184
25.911839,3.194477,3.254700,1.161423
26.369673,3.198647,3.272215,1.162728
26.838505,3.203228,3.289838,1.164159
27.299263,3.208457,3.306860,1.165790
27.732708,3.214574,3.322613,1.167695
28.121050,3.221800,3.336518,1.169940
28.449085,3.230335,3.348116,1.172586
28.708883,3.240325,3.357207,1.175674
28.894276,3.251897,3.363644,1.179238
29.003901,3.265104,3.367430,1.183292
29.038771,3.279992,3.368632,1.187841
29.004707,3.296538,3.367458,1.192873
28.901680,3.314737,3.363900,1.198378
28.737608,3.334532,3.358207,1.204332
28.522167,3.355850,3.350682,1.210705
28.262894,3.378623,3.341550,1.217468
27.964056,3.402779,3.330920,1.224592
27.631638,3.428243,3.318961,1.232048
27.270548,3.454944,3.305807,1.239806
26.887648,3.482806,3.291667,1.247838
26.487024,3.511765,3.276655,1.256119
26.074224,3.541739,3.260947,1.264618
25.652908,3.572659,3.244657,1.273310
25.226398,3.604450,3.227891,1.282169
24.795937,3.637047,3.210680,1.291172
24.361265,3.670376,3.192994,1.300294
23.926157,3.704352,3.174972,1.309508
23.498020,3.738879,3.156916,1.318786
23.082306,3.773844,3.139066,1.328094
22.677191,3.809157,3.121360,1.337408
22.275473,3.844751,3.103486,1.346709
21.872477,3.880552,3.085229,1.355977
21.471729,3.916455,3.066737,1.365187
21.079714,3.952318,3.048311,1.374302
20.697891,3.988024,3.030032,1.383296
20.323257,4.023448,3.011766,1.392139
19.951908,4.058486,2.993325,1.400810
19.581099,4.093041,2.974565,1.409288
19.210505,4.126990,2.955457,1.417548
18.838312,4.160199,2.935893,1.425563
18.461349,4.192553,2.915679,1.433310
18.076426,4.223914,2.894609,1.440762
17.681974,4.254146,2.872546,1.447894
17.278267,4.283076,2.849449,1.454672
16.868294,4.310538,2.825436,1.461063
16.458464,4.336332,2.800840,1.467029
16.055157,4.360260,2.776030,1.472532
15.666540,4.382144,2.751527,1.477538
15.303127,4.401776,2.728057,1.482008
14.972953,4.418989,2.706245,1.485911
14.682694,4.433620,2.686670,1.489217
14.436926,4.445535,2.669789,1.491900
14.236658,4.454614,2.655820,1.493940
14.079834,4.460779,2.644744,1.495323
13.960213,4.463976,2.636211,1.496040
13.863744,4.464203,2.629277,1.496091
13.767061,4.461504,2.622279,1.495486
13.635413,4.456033,2.612670,1.494259
13.429231,4.447986,2.597434,1.492451
13.113428,4.437613,2.573637,1.490117
12.663876,4.425114,2.538753,1.487296
12.050779,4.410638,2.489129,1.484019
11.201198,4.394298,2.416021,1.480308
10.003833,4.376402,2.302968,1.476227
8.442082,4.357406,2.133229,1.471877
9.028746,0.609921,2.200413,-0.494426
8.047757,1.997514,2.085393,0.691903
12.226479,2.032104,2.503604,0.709071
16.603790,2.065514,2.809631,0.725379
20.868248,2.097185,3.038229,0.740596
24.878130,2.126945,3.213989,0.754686
28.275539,2.155276,3.341997,0.767919
30.633564,2.182966,3.422096,0.780685
31.823296,2.210632,3.460199,0.793279
32.080944,2.238541,3.468262,0.805824
31.782026,2.266728,3.458901,0.818338
31.218807,2.295172,3.441021,0.830808
30.544455,2.323827,3.419183,0.843215
29.821575,2.352661,3.395232,0.855547
29.074545,2.381643,3.369863,0.867791
28.319403,2.410728,3.343547,0.879929
27.572460,2.439883,3.316817,0.891950
26.851713,2.469064,3.290330,0.903839
26.174480,2.498210,3.264785,0.915574
25.548439,2.527244,3.240576,0.927129
24.968637,2.556067,3.217621,0.938470
24.422169,2.584584,3.195491,0.949565
23.897310,2.612700,3.173766,0.960384
23.387964,2.640325,3.152222,0.970902
22.893312,2.667361,3.130845,0.981090
22.416565,2.693727,3.109800,0.990926
21.960360,2.719337,3.089239,1.000388
21.526243,2.744096,3.069273,1.009452
21.116138,2.767922,3.050038,1.018097
20.730827,2.790733,3.031622,1.026304
20.372465,2.812448,3.014184,1.034055
20.042143,2.833001,2.997837,1.041337
19.741137,2.852332,2.982705,1.048137
19.471327,2.870377,2.968943,1.054443
19.234985,2.887094,2.956731,1.060251
19.033424,2.902455,2.946197,1.065557
18.869644,2.916414,2.937555,1.070355
18.745441,2.928983,2.930951,1.074655
18.663233,2.940143,2.926555,1.078458
18.625090,2.949911,2.924510,1.081775
18.632755,2.958298,2.924921,1.084614
18.686876,2.965344,2.927821,1.086993
18.789213,2.971092,2.933283,1.088930
18.940290,2.975575,2.941291,1.090437
19.139235,2.978878,2.951740,1.091547
19.386255,2.981057,2.964564,1.092278
19.680782,2.982198,2.979643,1.092661
20.022478,2.982379,2.996856,1.092721
20.410027,2.981696,3.016026,1.092492
20.842663,2.980236,3.037002,1.092003
21.316217,2.978112,3.059468,1.091290
21.823252,2.975410,3.082976,1.090382
22.356300,2.972248,3.107108,1.089319
22.909790,2.968723,3.131564,1.088132
23.479687,2.964947,3.156136,1.086859
24.067900,2.961017,3.180879,1.085533
24.678030,2.957047,3.205913,1.084191
25.314695,2.953126,3.231385,1.082864
25.983198,2.949354,3.257450,1.081586
26.692219,2.945816,3.284372,1.080386
27.455433,2.942590,3.312564,1.079290
28.285721,2.939757,3.342357,1.078327
29.187387,2.937371,3.373737,1.077515
30.157665,2.935496,3.406439,1.076877
31.193687,2.934182,3.440216,1.076429
32.302673,2.933489,3.475150,1.076192
33.503063,2.933479,3.511637,1.076189
34.811119,2.934224,3.549937,1.076443
36.211403,2.935782,3.589374,1.076974
37.595306,2.938151,3.626879,1.077781
38.708225,2.941245,3.656052,1.078833
39.151535,2.944894,3.667440,1.080073
38.571987,2.948953,3.652526,1.081450
36.969982,2.953395,3.610106,1.082955
34.756443,2.958286,3.548365,1.084610
32.467026,2.963703,3.480225,1.086440
30.474836,2.969654,3.416901,1.088445
28.907925,2.976134,3.364116,1.090625
27.721581,2.983091,3.322211,1.092960
26.808079,2.990439,3.288703,1.095420
26.067417,2.998112,3.260686,1.097983
25.436777,3.006034,3.236196,1.100622
24.887360,3.014161,3.214360,1.103322
24.408506,3.022449,3.194932,1.106068
23.994045,3.030866,3.177806,1.108848
23.637684,3.039372,3.162842,1.111651
23.334803,3.047938,3.149946,1.114465
23.081337,3.056534,3.139024,1.117282
22.874475,3.065121,3.130022,1.120087
22.711935,3.073691,3.122891,1.122879
22.592167,3.082226,3.117603,1.125652
22.514805,3.090721,3.114173,1.128404
22.479370,3.099171,3.112598,1.131135
22.486303,3.107600,3.112906,1.133851
22.535519,3.116008,3.115093,1.136553
22.627024,3.124421,3.119145,1.139249
22.761620,3.132859,3.125076,1.141946
22.939816,3.141356,3.132874,1.144655
23.162329,3.149945,3.142527,1.147385
23.429152,3.158668,3.153981,1.150150
23.739353,3.167539,3.167134,1.152955
24.091194,3.176600,3.181846,1.155812
24.480879,3.185905,3.197892,1.158736
24.902899,3.195465,3.214984,1.161733
25.346285,3.205336,3.232632,1.164817
25.799273,3.215546,3.250346,1.167997
26.243969,3.226142,3.267436,1.171287
26.662790,3.237174,3.283269,1.174701
27.039158,3.248720,3.297286,1.178261
27.358692,3.260852,3.309034,1.181988
27.613949,3.273654,3.318321,1.185907
27.798582,3.287220,3.324985,1.190042
27.910654,3.301625,3.329008,1.194415
27.950773,3.316930,3.330445,1.199040
27.923834,3.333197,3.329481,1.203932
27.829750,3.350461,3.326106,1.209098
27.675396,3.368772,3.320544,1.214548
27.469717,3.388146,3.313084,1.220283
27.219433,3.408609,3.303931,1.226304
26.929089,3.430146,3.293207,1.232603
26.604284,3.452760,3.281072,1.239174
26.250187,3.476430,3.267673,1.246006
25.873623,3.501128,3.253224,1.253085
25.478487,3.526833,3.237834,1.260400
25.070528,3.553506,3.221693,1.267935
24.653509,3.581095,3.204919,1.275669
24.230719,3.609551,3.187621,1.283584
23.803640,3.638803,3.169839,1.291655
23.372522,3.668776,3.151561,1.299858
22.940847,3.699404,3.132919,1.308172
22.515291,3.730610,3.114195,1.316572
22.100777,3.762306,3.095613,1.325032
21.696407,3.794374,3.077147,1.333520
21.296272,3.826679,3.058532,1.341997
20.895910,3.859106,3.039553,1.350436
20.497913,3.891556,3.020323,1.358809
20.107727,3.923925,3.001104,1.367093
19.726765,3.956081,2.981976,1.375254
19.352762,3.987869,2.962835,1.383257
18.982197,4.019138,2.943502,1.391068
18.612604,4.049728,2.923839,1.398650
18.243443,4.079514,2.903806,1.405978
17.872873,4.108337,2.883284,1.413018
17.497906,4.136047,2.862081,1.419741
17.115650,4.162487,2.839993,1.426113
16.724218,4.187536,2.816858,1.432113
16.323601,4.211069,2.792612,1.437717
15.916084,4.232979,2.767330,1.442906
15.508004,4.253145,2.741356,1.447659
15.105614,4.271479,2.715066,1.451960
14.717366,4.287874,2.689028,1.455791
14.353668,4.302259,2.664006,1.459140
14.022859,4.314541,2.640689,1.461991
13.731788,4.324654,2.619713,1.464332
13.485216,4.332527,2.601594,1.466151
13.284540,4.338079,2.586601,1.467432
13.127702,4.341246,2.574725,1.468161
13.008205,4.341969,2.565580,1.468328
12.912018,4.340147,2.558158,1.467908
12.814898,4.335714,2.550608,1.466886
12.681311,4.328535,2.540129,1.465229
12.470172,4.318497,2.523340,1.462907
12.146433,4.305437,2.497036,1.459879
11.689150,4.289190,2.458661,1.456098
11.075933,4.269480,2.404775,1.451492
10.234482,4.245983,2.325763,1.445973
9.032844,4.218346,2.200867,1.439443
8.663443,0.649530,2.159112,-0.431507
10.688742,0.609335,2.369191,-0.495387
9.580503,0.695243,2.259730,-0.363494
8.468122,0.875546,2.136309,-0.132907
11.086237,1.802924,2.405704,0.589410
15.392134,1.843298,2.733857,0.611556
19.501219,1.880976,2.970477,0.631791
23.445148,1.915132,3.154664,0.649786
26.917841,1.945771,3.292789,0.665658
29.427137,1.973714,3.381917,0.679917
30.753321,2.000018,3.425998,0.693156
31.091692,2.025532,3.436941,0.705832
30.829447,2.050758,3.428470,0.718210
30.281532,2.075949,3.410538,0.730418
29.614149,2.101196,3.388252,0.742507
28.896797,2.126494,3.363731,0.754475
28.155304,2.151835,3.337736,0.766321
27.405684,2.177202,3.310750,0.778041
26.662468,2.202606,3.283257,0.789641
25.943073,2.228025,3.255905,0.801116
25.264687,2.253457,3.229408,0.812466
24.636271,2.278852,3.204220,0.823672
24.054228,2.304105,3.180311,0.834692
23.506796,2.329090,3.157290,0.845478
22.982214,2.353701,3.134721,0.855989
22.473986,2.377834,3.112358,0.866190
21.980324,2.401422,3.090148,0.876061
21.504381,2.424381,3.068257,0.885576
21.048664,2.446649,3.046837,0.894719
20.614485,2.468163,3.025994,0.903474
20.204027,2.488848,3.005882,0.911820
19.817862,2.508648,2.986584,0.919744
19.458357,2.527506,2.968277,0.927233
19.126745,2.545362,2.951088,0.934273
18.824369,2.562176,2.935152,0.940857
18.552845,2.577919,2.920623,0.946982
18.314705,2.592556,2.907704,0.952644
18.111221,2.606071,2.896532,0.957844
17.945328,2.618467,2.887330,0.962589
17.819172,2.629732,2.880275,0.966882
17.734934,2.639893,2.875536,0.970738
17.694933,2.648960,2.873278,0.974167
17.700771,2.656982,2.873608,0.977191
17.753185,2.663986,2.876565,0.979824
17.854067,2.670023,2.882231,0.982087
18.003513,2.675163,2.890567,0.984010
18.201027,2.679449,2.901478,0.985611
18.446465,2.682961,2.914873,0.986921
18.739084,2.685768,2.930611,0.987967
19.078442,2.687946,2.948559,0.988777
19.463335,2.689564,2.968532,0.989379
19.893341,2.690708,2.990385,0.989804
20.364691,2.691435,3.013803,0.990074
20.868937,2.691851,3.038262,0.990229
21.398624,2.692024,3.063327,0.990293
21.948059,2.692038,3.088679,0.990298
22.513435,2.691994,3.114112,0.990282
23.097401,2.691984,3.139720,0.990279
23.703552,2.692116,3.165625,0.990327
24.336504,2.692492,3.191977,0.990467
25.001448,2.693218,3.218934,0.990737
25.706726,2.694395,3.246753,0.991174
26.466345,2.696127,3.275874,0.991816
27.294090,2.698494,3.306670,0.992694
28.193789,2.701574,3.339102,0.993835
29.160170,2.705412,3.372804,0.995254
30.187159,2.710047,3.407417,0.996966
31.278814,2.715495,3.442941,0.998974
32.449188,2.721728,3.479675,1.001267
33.707127,2.728633,3.517709,1.003801
35.029827,2.735915,3.556200,1.006466
36.313572,2.742952,3.592192,1.009035
37.332165,2.748745,3.619855,1.011144
37.740997,2.752063,3.630747,1.012351
37.227333,2.752031,3.617043,1.012339
35.770931,2.748774,3.577136,1.011155
33.711735,2.743477,3.517846,1.009226
31.530430,2.737738,3.450953,1.007132
29.588661,2.732927,3.387391,1.005373
28.031479,2.729778,3.333328,1.004220
26.834604,2.728451,3.289692,1.003734
25.903543,2.728777,3.254380,1.003853
25.146299,2.730446,3.224711,1.004465
24.502579,2.733181,3.198778,1.005466
23.944042,2.736780,3.175720,1.006782
23.458641,2.741125,3.155239,1.008368
23.039383,2.746117,3.137205,1.010188
22.679468,2.751665,3.121460,1.012206
22.373789,2.757700,3.107890,1.014397
22.118410,2.764156,3.096410,1.016735
21.910048,2.771000,3.086945,1.019208
21.746433,2.778198,3.079450,1.021803
21.626051,2.785725,3.073899,1.024508
21.548450,2.793577,3.070304,1.027323
21.512791,2.801777,3.068648,1.030254
21.519617,2.810337,3.068965,1.033304
21.568655,2.819283,3.071241,1.036482
21.659679,2.828655,3.075452,1.039801
21.793495,2.838493,3.081612,1.043273
21.970304,2.848839,3.089692,1.046911
22.190218,2.859730,3.099652,1.050727
22.453299,2.871183,3.111438,1.054724
22.757717,2.883224,3.124904,1.058909
23.101597,2.895838,3.139902,1.063274
23.480556,2.908991,3.156173,1.067806
23.889183,2.922619,3.173426,1.072480
24.316744,2.936628,3.191165,1.077262
24.752283,2.950893,3.208918,1.082108
25.179401,2.965279,3.226026,1.086971
25.581936,2.979662,3.241886,1.091810
25.945133,2.993938,3.255984,1.096590
26.255026,3.008080,3.267857,1.101302
26.504747,3.022074,3.277324,1.105943
26.688156,3.035954,3.284220,1.110526
26.802431,3.049797,3.288493,1.115075
26.847822,3.063690,3.290185,1.119620
26.828203,3.077745,3.289454,1.124197
26.743502,3.092060,3.286292,1.128838
26.599764,3.106750,3.280902,1.133577
26.404705,3.121937,3.273542,1.138454
26.164543,3.137711,3.264405,1.143493
25.883818,3.154150,3.253618,1.148719
25.567827,3.171320,3.241335,1.154148
25.222126,3.189255,3.227722,1.159787
24.853161,3.207998,3.212985,1.165647
24.464788,3.227560,3.197235,1.171726
24.063084,3.247936,3.180679,1.178020
23.651592,3.269123,3.163430,1.184522
23.233902,3.291079,3.145613,1.191215
22.811382,3.313763,3.127260,1.198084
22.384995,3.337097,3.108391,1.205101
21.958113,3.361023,3.089137,1.212245
21.536432,3.385508,3.069746,1.219504
21.124062,3.410501,3.050413,1.226859
20.721262,3.435854,3.031160,1.234265
20.323509,3.461393,3.011778,1.241671
19.926817,3.486979,2.992066,1.249036
19.532633,3.512527,2.972087,1.256336
19.145212,3.537970,2.952053,1.263553
18.765814,3.563196,2.932037,1.270658
18.393074,3.588022,2.911974,1.277601
18.024021,3.612257,2.891705,1.284333
17.656134,3.635752,2.871083,1.290816
17.289091,3.658337,2.850076,1.297009
16.920670,3.679873,2.828536,1.302878
16.548218,3.700195,2.806278,1.308386
16.169064,3.719170,2.783100,1.313500
15.781117,3.736675,2.758814,1.318196
15.384062,3.752645,2.733332,1.322461
14.979369,3.767048,2.706674,1.326292
14.573098,3.779856,2.679177,1.329686
14.171575,3.791054,2.651238,1.332644
13.783475,3.800644,2.623470,1.335171
13.419192,3.808643,2.596686,1.337273
13.087272,3.815075,2.571640,1.338960
12.794969,3.819937,2.549052,1.340234
12.547228,3.823219,2.529500,1.341093
12.345886,3.824886,2.513323,1.341529
12.188916,3.824886,2.500527,1.341529
12.069633,3.823143,2.490693,1.341073
11.973815,3.819513,2.482722,1.340123
11.876439,3.813787,2.474557,1.338623
11.740785,3.805635,2.463069,1.336483
11.523979,3.794651,2.444430,1.333592
11.190518,3.780369,2.415067,1.329822
10.722698,3.762289,2.372363,1.325028
10.106711,3.739908,2.313200,1.319061
9.273537,3.712563,2.227165,1.311722
8.064935,3.679470,2.087526,1.302769
8.764994,0.834571,2.170766,-0.180838
9.781793,0.648237,2.280523,-0.433499
13.002398,0.608717,2.565134,-0.496401
11.858184,0.695004,2.473018,-0.363837
10.698907,0.876382,2.370142,-0.131953
9.518810,1.168020,2.253270,0.155310
8.316647,1.536767,2.118259,0.429681
9.825457,1.504409,2.284977,0.408400
14.078311,1.545099,2.644635,0.435088
18.020195,1.582164,2.891493,0.458793
21.893248,1.615191,3.086178,0.479453
25.455578,1.643998,3.236935,0.497131
28.152933,1.669254,3.337652,0.512377
29.657747,1.692092,3.389723,0.525966
30.106367,1.713592,3.404737,0.538592
29.895517,1.734492,3.397709,0.550715
29.369579,1.755174,3.379959,0.562568
28.712311,1.775809,3.357326,0.574256
28.001978,1.796423,3.332275,0.585797
27.267452,1.817009,3.305694,0.597192
26.524122,1.837578,3.278055,0.608448
25.785784,1.858128,3.249823,0.619569
25.067677,1.878704,3.221579,0.630582
24.387497,1.899311,3.194071,0.641491
23.756384,1.919903,3.167851,0.652275
23.171726,1.940407,3.142933,0.662898
22.623106,1.960705,3.118972,0.673304
22.099041,1.980669,3.095534,0.683435
21.592014,2.000216,3.072324,0.693255
21.099623,2.019276,3.049255,0.702739
20.624317,2.037800,3.026471,0.711871
20.168827,2.055737,3.004138,0.720634
19.734341,2.073038,2.982360,0.729015
19.323046,2.089661,2.961298,0.737002
18.935408,2.105558,2.941034,0.744581
18.574152,2.120687,2.921771,0.751740
18.240416,2.135010,2.903640,0.758471
17.935801,2.148495,2.886799,0.764767
17.661741,2.161125,2.871401,0.770629
17.420803,2.172886,2.857665,0.776056
17.214334,2.183781,2.845742,0.781058
17.045391,2.193811,2.835880,0.785640
16.916121,2.202984,2.828267,0.789813
16.828951,2.211325,2.823101,0.793592
16.785900,2.218870,2.820539,0.796998
16.789118,2.225636,2.820731,0.800043
16.838837,2.231688,2.823688,0.802758
16.937323,2.237055,2.829520,0.805160
17.084406,2.241806,2.838166,0.807282
17.279591,2.245993,2.849526,0.809148
17.522669,2.249676,2.863495,0.810786
17.812510,2.252922,2.879901,0.812228
18.148693,2.255789,2.898599,0.813500
18.529673,2.258348,2.919373,0.814634
18.956255,2.260637,2.942134,0.815647
19.424034,2.262733,2.966511,0.816574
19.924314,2.264698,2.991941,0.817441
20.449236,2.266579,3.017946,0.818272
20.992620,2.268465,3.044171,0.819103
21.551643,2.270420,3.070452,0.819965
22.129395,2.272535,3.096907,0.820896
22.729639,2.274914,3.123670,0.821942
23.356739,2.277662,3.150886,0.823150
24.016230,2.280869,3.178730,0.824556
24.715475,2.284660,3.207430,0.826217
25.469458,2.289129,3.237480,0.828172
26.292477,2.294376,3.269283,0.830461
27.188854,2.300453,3.302807,0.833106
28.149456,2.307434,3.337528,0.836136
29.165316,2.315321,3.372980,0.839548
30.237556,2.324093,3.409085,0.843330
31.376245,2.333654,3.446051,0.847435
32.583183,2.343740,3.483796,0.851748
33.827892,2.353836,3.521286,0.856046
35.012440,2.362921,3.555703,0.859898
35.938034,2.369493,3.581796,0.862676
36.313072,2.371811,3.592178,0.863654
35.866085,2.368666,3.579792,0.862327
34.558838,2.360256,3.542663,0.858770
32.659428,2.348358,3.486134,0.853716
30.589800,2.335442,3.420667,0.848201
28.700195,2.323582,3.356904,0.843110
27.152939,2.313978,3.301485,0.838968
25.945650,2.306929,3.256004,0.835917
24.997351,2.302238,3.218770,0.833882
24.224367,2.299459,3.187359,0.832674
23.568373,2.298220,3.159906,0.832135
23.001415,2.298237,3.135556,0.832142
22.510086,2.299330,3.113963,0.832618
22.086584,2.301357,3.094970,0.833499
21.723570,2.304199,3.078398,0.834733
21.415384,2.307772,3.064110,0.836282
21.158232,2.311989,3.052029,0.838108
20.948406,2.316797,3.042063,0.840186
20.783777,2.322157,3.034173,0.842496
20.662613,2.328047,3.028326,0.845030
20.584396,2.334469,3.024533,0.847784
20.548170,2.341438,3.022772,0.850765
20.554483,2.348972,3.023079,0.853978
20.602657,2.357113,3.025420,0.857438
20.692503,2.365896,3.029771,0.861157
20.824736,2.375370,3.036141,0.865153
20.999399,2.385569,3.044494,0.869438
21.215786,2.396551,3.054746,0.874031
21.474106,2.408323,3.066848,0.878931
21.771715,2.420885,3.080612,0.884133
22.106600,2.434202,3.095876,0.889619
22.473680,2.448208,3.112345,0.895356
22.867674,2.462772,3.129724,0.901288
23.278440,2.477711,3.147528,0.907335
23.695271,2.492826,3.165275,0.913417
24.103729,2.507864,3.182367,0.919431
24.488949,2.522591,3.198222,0.925286
24.837637,2.536814,3.212360,0.930909
25.137072,2.550377,3.224344,0.936241
25.380211,2.563236,3.233970,0.941271
25.561623,2.575369,3.241092,0.945993
25.677425,2.586840,3.245612,0.950437
25.727774,2.597725,3.247571,0.954636
25.715113,2.608175,3.247079,0.958651
25.639914,2.618303,3.244150,0.962527
25.507204,2.628271,3.238961,0.966326
25.323545,2.638254,3.231735,0.970117
25.094271,2.648415,3.222640,0.973961
24.824324,2.658863,3.211824,0.977899
24.518496,2.669718,3.199428,0.981973
24.182592,2.681047,3.185633,0.986208
23.822895,2.692938,3.170647,0.990633
23.442993,2.705435,3.154572,0.995263
23.049177,2.718567,3.137630,1.000105
22.645100,2.732346,3.119943,1.005160
22.234295,2.746765,3.101636,1.010424
21.818171,2.761795,3.082743,1.015881
21.398310,2.777374,3.063312,1.021506
20.977947,2.793463,3.043472,1.027282
20.561804,2.810049,3.023435,1.033202
20.153410,2.827091,3.003374,1.039248
19.753672,2.844473,2.983339,1.045378
19.359606,2.862020,2.963189,1.051528
18.968016,2.879576,2.942754,1.057643
18.579144,2.897081,2.922040,1.063704
18.195765,2.914503,2.901189,1.069699
17.819263,2.931734,2.880280,1.075594
17.449045,2.948606,2.859285,1.081333
17.082397,2.964943,2.838049,1.086858
16.717314,2.980585,2.816445,1.092120
16.353283,2.995398,2.794429,1.097077
15.987950,3.009243,2.771835,1.101689
15.618658,3.021988,2.748466,1.105915
15.243433,3.033497,2.724149,1.109716
14.859456,3.043720,2.698636,1.113081
14.466455,3.052591,2.671833,1.115991
14.064968,3.060127,2.643687,1.118457
13.660501,3.066387,2.614508,1.120500
13.259526,3.071392,2.584716,1.122131
12.871175,3.075197,2.554990,1.123369
12.505567,3.077894,2.526174,1.124246
12.171798,3.079546,2.499122,1.124782
11.877620,3.080191,2.474656,1.124991
11.628091,3.079857,2.453424,1.124883
11.425776,3.078529,2.435872,1.124452
11.268615,3.076166,2.422021,1.123684
11.149784,3.072702,2.411420,1.122557
11.054821,3.067978,2.402867,1.121019
10.957819,3.061718,2.394053,1.118976
10.820436,3.053520,2.381437,1.116295
10.597244,3.042868,2.360594,1.112800
10.251897,3.029150,2.327463,1.108282
9.769309,3.011784,2.279246,1.102532
9.146066,2.990164,2.213324,1.095328
8.319455,2.963593,2.118597,1.086402
8.957737,1.217333,2.192518,0.196662
9.982777,0.831196,2.300861,-0.184890
11.008139,0.647036,2.398635,-0.435353
16.144852,0.608115,2.781601,-0.497391
15.017185,0.695099,2.709195,-0.363702
13.866044,0.878011,2.629443,-0.130096
12.680981,1.172417,2.540103,0.159068
11.455375,1.546155,2.438459,0.435771
10.182536,1.917660,2.320674,0.651106
8.850336,2.182315,2.180455,0.780386
8.402722,1.207259,2.128556,0.188353
12.632258,1.246407,2.536254,0.220265
16.391916,1.278851,2.796788,0.245962
20.182024,1.306871,3.004792,0.267636
23.845621,1.330919,3.171601,0.285870
26.778522,1.351633,3.287600,0.301314
28.522476,1.370005,3.350692,0.314814
29.124863,1.387039,3.371592,0.327171
28.987732,1.403440,3.366873,0.338927
28.492836,1.419609,3.349653,0.350382
27.850210,1.435690,3.326841,0.361646
27.149019,1.451723,3.301341,0.372751
26.422722,1.467705,3.274224,0.383700
25.687246,1.483635,3.245995,0.394495
24.954182,1.499548,3.217041,0.405164
24.237514,1.515465,3.187902,0.415722
23.554804,1.531406,3.159330,0.426187
22.919996,1.547335,3.132010,0.436534
22.331997,1.563200,3.106020,0.446735
21.782152,1.578886,3.081091,0.456720
21.258671,1.594299,3.056765,0.466434
20.752928,1.609369,3.032687,0.475842
20.261959,1.624033,3.008745,0.484913
19.787004,1.638266,2.985025,0.493638
19.331358,1.652018,2.961729,0.501997
18.895981,1.665257,2.938949,0.509979
18.483240,1.677948,2.916864,0.517572
18.093269,1.690065,2.895540,0.524767
17.729391,1.701569,2.875224,0.531551
17.392401,1.712440,2.856033,0.537920
17.084339,1.722652,2.838162,0.543865
